SMILES,Affinity_kcal
CC[N+](C)(CC)CCC(=O)N1c2ccccc2Sc2ccccc21,-8.69
N#CC(=Cc1ccc(O)c(O)c1)C(=O)NCc1ccccc1,-8.69
COc1cc(C(=O)N2C[C@@H]3C[C@@H](CN(C)C3)C2)cc(OC)c1OC,-8.67
CN[C@@H](CC(=O)c1ccc(OC)cc1)c1ccccc1,-8.66
C=C1CCC=C(C)CC[C@]2(C)C(C)(C)C[C@@]12C,-8.65
CCN(CC)CCOC(=O)COc1c(C(C)C)ccc(C)c1C(=O)OC,-8.65
COc1cc(Br)c2c(c1CN(C)C)-c1ccccc1C2=O,-8.65
CCc1nc2ccc(F)cc2c(=O)n1-c1ccc(C)cc1,-8.63
c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,-8.61
CC(=O)O[C@@H]([C@H](OC(C)=O)[C@@H](CN=C=S)OC(C)=O)[C@@H](CN=C=S)OC(C)=O,-8.61
CC[n+]1c(C)c(C(=O)OC(C)C)c(-c2ccccc2Cl)c(C(=O)O)c1C(=O)O,-8.6
C[C@H]1CC[C@H](NCCOC(=O)c2ccc(N)cc2)CC1,-8.59
CCOC(=O)COc1ccccc1Cc1ccc(Cl)cc1,-8.59
NC(=O)C1(N2C(=O)c3cccc(Cl)c3C2=O)CCCCC1,-8.59
C=C1CC[C@H]2C(=C)CC[C@H]3C(=C)C(=O)O[C@@H]3[C@@H]12,-8.56
CCC(=O)O[C@H]1[C@H](c2ccccc2)[C@H]2CC[C@@H]1N(C)C2,-8.55
O=C1c2ccccc2C(=O)c2c(O)c(Br)cc(O)c21,-8.55
Cc1cccc2c1C(=O)c1ccccc1C2=O,-8.54
CN(C)C[C@@H](O)COC[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-8.54
O=C(OCCCl)Oc1c(Cl)cc([N+](=O)[O-])cc1[N+](=O)[O-],-8.54
C[C@@H](Br)c1nc(-c2ccccc2)nc(-c2ccccc2)n1,-8.53
COc1ccc2c(c1)-c1c3c(cc4ccnc(c14)C2=O)OCO3,-8.53
CCOc1ccc(CC(=O)NCc2ccc(O)c(OC)c2)cc1,-8.52
CCOC(=O)c1[nH]c2ccc(C(C)=O)cc2c1CCN(C)C,-8.51
CN(CCCl)C[C@H]1COc2cc3ccccc3cc2O1,-8.51
Cc1ccc2c(c1)S[P@](=S)(c1ccccc1)N2,-8.5
O=[S@@](O)c1ccc(/N=N/c2ccc(Cl)cc2)cc1,-8.5
O=C(C=Cc1ccc([N+](=O)[O-])o1)NN(CCCl)CCCl,-8.5
c1ccc2c(c1)c1cccc3sc4cccc2c4c31,-8.49
O=C1N=C(S)NC(=O)C1=Cc1ccccc1C(=O)O,-8.49
CCN(CC)CCSCC(=O)Nc1ccccc1Cl,-8.48
CCC(Br)(CC)C(=O)N1C(=O)NC(=O)[C@@](CC)(c2ccccc2)C1=O,-8.45
CCCN1Cc2ccccc2-c2ccccc2C1,-8.43
C=C1C(=O)O[C@@H]2C[C@@H](C)[C@@H]3CC(=O)OC[C@@]3(C)C[C@H]12,-8.42
COc1c(CC(=O)O)cccc1C(=O)c1ccccc1,-8.42
COc1ccc(CN[C@H](C)[C@H](O)c2ccccc2)cc1,-8.42
O=C(O)c1cc(=O)[nH]c(=O)n1[C@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,-8.41
CC(=O)N(O)c1ccc(C=Cc2ccc(F)cc2)cc1,-8.4
CC(C)C[C@H](NC(=O)CNC(=O)OCc1ccccc1)C(=O)O,-8.4
CCCC[C@@](O)(C[C@@H](C)N(CC)CC)c1cc(OC)ccc1OC,-8.4
CCCCOCCOC(=O)CCCOc1ccc(Cl)cc1Cl,-8.39
CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2ccco2)cc1,-8.39
[H]/N=c1\cc2oc3cc(N)ccc3nc-2c2ccccc12,-8.38
C=C(C)C#C[C@](C)(O)[C@H](C)CSCCCCCCCCCC,-8.37
O=C(O)[C@@]12C[C@@H]3C[C@@H](C[C@@](Br)(C3)C1)C2,-8.37
CC1=NCCc2ccc(-c3ccccc3)cc21,-8.36
OC1c2ccccc2CCc2ccccc21,-8.36
CC(=O)N(C[C@H]1CCCN(C)C1)c1ccccc1,-8.35
Cc1cc2c(cc1C)C(=O)[C@@H](N1CCCCC1)CCO2,-8.35
Cc1cc2ccc(-c3ccccc3)cc2c[n+]1C,-8.35
COC(=O)C=CC(=O)Nc1nnc(CC(C)C)s1,-8.35
CCOC(=O)CCN(CCC(=O)OCC)[C@@H](C)c1ccccc1,-8.34
O=C1OC(=Cc2ccc(Cl)cc2)c2ccccc21,-8.33
Cc1c([N+](=O)[O-])oc2ccc3ccccc3c12,-8.32
CCN(CC)CCOC(c1ccccc1)c1ccccc1,-8.32
Clc1ccc(C2(Cn3cncn3)OCCO2)c(Cl)c1,-8.31
Clc1cccc(-c2cc(Cl)c(Cl)cc2Cl)c1,-8.31
C[C@@H]1O[C@@H](O[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO)[C@H](O)[C@H](O)[C@H]1O,-8.3
COc1cc(OC)c2c(=O)cc(-c3ccccc3)oc2c1,-8.3
Nc1ccc(C(=O)OCCNC2CCCCC2)cc1,-8.3
O=C(O)c1ccccc1C(=O)Nc1cccc(C(F)(F)F)c1,-8.3
CCCN(CCC)CC(=O)N[C@H]1C[C@@H]2CC[C@H]1C2,-8.29
CCc1ccccc1Nc1ccnc2ccccc12,-8.28
c1ccc(-c2nn3cnnc3c3ccccc23)cc1,-8.26
CCCCCCOc1ccccc1NC(=O)OCCN(C)C,-8.26
CCNC(=O)OCC[C@H]1C(COC(=O)NCC)=CCN1C,-8.24
Clc1ccc(Oc2cccc(Cl)c2Cl)c(Cl)c1,-8.24
C1C[C@H]2[C@H]3C[C@@H]([C@H]2C1)C1(C3)OCCO1,-8.23
CC(C)C(=O)NNc1nncc(-c2ccccc2)n1,-8.22
CC(=O)Nc1ccc(C=Cc2ccc(O)cc2)cc1,-8.21
Cc1cc(/N=N/c2ccc(Nc3ccc([N+](=O)[O-])cc3S(=O)(=O)O)cc2)ccc1OS(=O)(=O)c1ccccc1,-8.21
CN(N=O)C(=O)c1ccc(C(=O)N(C)N=O)cc1,-8.21
CN1CCC[C@@H]1c1c[nH]c2ccc(O)cc12,-8.21
c1ccc(-c2cc(CN3CCCC3)on2)cc1,-8.2
CC(=O)[C@H]1CCC2=C(C1)C(C)(C)CCC2,-8.19
CCOc1ccc(NC(=O)ON=C(N)C(Cl)(Cl)Cl)cc1,-8.19
COc1c(C=C[N+](=O)[O-])ccc2c(C)c(C)oc12,-8.18
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1,-8.18
NCCNS(=O)(=O)c1cccc2cnccc12,-8.18
CC(C)(C)NC[C@H](O)c1cc(F)c(N)c(C#N)c1,-8.16
O[C@H](c1ccccc1)c1nc2ccccc2[nH]1,-8.15
O=S(=O)([O-])CCN1CC[NH+](CCO)CC1,-8.15
Cc1cccc(Oc2ccc([N+](=O)[O-])cc2)c1,-8.14
O=C1Nc2ccc(S(=O)(=O)O)cc2C1=O,-8.13
CCOC(=O)C1(NC(=O)N(CCCl)N=O)CCCCC1,-8.11
O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1,-8.11
CC(C)c1s[nH]c2nc(C(C)(C)C)nc(=O)c1-2,-8.1
COC(=O)c1ccc(Oc2ccc(C(=O)OC)cc2)cc1,-8.1
C[C@@H](O)CN1C(=O)[C@@H]2[C@H](C1=O)[C@H]1CC[C@@H]2O1,-8.09
C=C(C)C[C@]1([C@H](C)CCC)C(=O)N=C(S)NC1=O,-8.09
CCOC(=O)c1ccc(/N=[N+](\[O-])c2ccc(C(=O)OCC)cc2)cc1,-8.09
Clc1cc(Cl)c2c(c1Cl)Cc1c(Cl)c(Cl)cc(Cl)c1O2,-8.09
CCCCCC=CCC=CCC=CCCCCCCC(=O)O,-8.08
COc1ccc(NC2=NCCO2)c2c1CCCC2,-8.08
O=C(CCc1ccccc1)CCc1ccccc1,-8.08
COc1ccc(S(=O)(=O)Cl)cc1[N+](=O)[O-],-8.07
O=C(O[C@H]1CN2CCC1CC2)c1ccccc1,-8.07
O=C([O-])CC[C@H](NC(=O)c1ccccc1C(=O)[O-])C(=O)[O-],-8.05
C[N+](C)(C)CCOc1cccc(OCC[N+](C)(C)C)c1OCC[N+](C)(C)C,-8.04
CCCCCC[C@@H](Cl)CSSC[C@H](Cl)CCCCCC,-8.04
CCN(CC)CC(=O)c1c[nH]c2ccccc12,-8.04
CCc1ccccc1/N=N/c1ccc(N(C)C)cc1,-8.03
CCCCCO[C@@H](CBr)c1ccc(C(C)C)cc1,-8.03
N/C(=N\CCC[C@H](N)C(=O)O)N[C@@H](CC(=O)O)C(=O)O,-8.03
COC1=Cc2ccccc2Nc2ccccc21,-8.02
Cc1cc([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c1,-8
Clc1cc(Cl)c(-c2cc(Cl)cc(Cl)c2Cl)c(Cl)c1,-8
Nc1ccc(Oc2ccc(Cl)cc2Cl)cc1,-8
CC=CC[C@@]1(CCCC)C(=O)N=C(S)NC1=O,-7.98
NCC(c1ccccc1)(c1ccccc1)c1ccccc1,-7.97
CC(C)[C@H](O)C(=O)C[C@@H](C)CCC(=O)c1ccoc1,-7.96
CCN(CC)C(=O)C=Cc1ccc2c(c1)OCO2,-7.96
O=c1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2oc(-c3ccc(O)c(O)c3)cc(O)c1-2,-7.96
C[C@]12C[C@@H]3C[C@](C)(C1)C[C@@](N)(C3)C2,-7.95
Cc1nc(-c2ccccc2)nc(-c2ccccc2)n1,-7.94
O=C(c1ccc2c(c1)OCO2)N1CCCCC1,-7.94
O=c1oc2cc3occc3cc2c2ccncc12,-7.93
C=CC[C@]1([C@@H](C)C#CC)C(=O)N=C(S)NC1=O,-7.92
COc1ccccc1NC(=O)CC(=O)c1ccccc1,-7.92
COCCCCNC[C@@H](O)C(C)(C)Oc1ccccc1,-7.92
Cc1cc(C)c(NN=Cc2ccccc2)nn1,-7.91
CC(C)CC(=O)C=Cc1ccc2c(c1)OCO2,-7.9
ClCCN(CCCl)Cc1nc2ccccc2[nH]1,-7.9
O[C@@H](CNCCc1ccccc1)c1ccccc1,-7.9
Clc1cc(Cl)cc(-c2ccccc2Cl)c1,-7.89
COc1ccc(OCC(=O)OCC[C@H]2CNCCO2)cc1,-7.88
CN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-7.87
Cc1cccc2c1cc(C)c1cccc(C)c12,-7.86
Clc1c(Cl)c(Cl)c2c(oc3ccccc32)c1Cl,-7.84
Brc1ccc(Oc2ccc(Br)cc2)cc1,-7.83
C1CSC(CCC2SCCCS2)SC1,-7.83
CC(C)[C@H]1[C@H]2C[C@H](CN(C)C2)CN1C,-7.83
BrSc1ccccc1/N=N/c1ccccc1,-7.82
[H]/N=C(N)/N=N/c1cc2c(O)cn(C)c2cc1O,-7.81
C=CCNC(=O)C(C)=C(C)c1ccc(OC)cc1,-7.81
CCCCCCCCCCCCCCCC[n+]1ccccc1,-7.81
CCn1c2ccccc2c2cc(N)ccc21,-7.81
CCOc1ccc(N(CC(=O)N(C)C)C(C)=O)cc1,-7.81
Nc1ccc(N(c2ccccc2)c2ccccc2)cc1,-7.81
C[N+](C)(C)CCCCN1C[C@@H]2CCC[C@@H](C2)C1,-7.8
CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCCO3,-7.79
COc1cc2occ(-c3ccc(O)cc3)c(O)c-2c(=O)c1,-7.78
Nc1c2ccccc2nc2ccccc12,-7.78
Nn1cnc2cc3ccccc3cc2c1=O,-7.78
N/C(CS)=N/CCCN1CCOCC1,-7.77
O=c1c2ccccc2nc(-c2ccccc2)n1-c1ccccc1-c1nc2ccccc2n1CN1CCOCC1,-7.77
O=c1[nH]c(=O)n([C@@H]2C[C@H](O)[C@@H](CO)O2)cc1I,-7.76
Cc1cccc(C)c1OCC/N=C(\N)NN,-7.75
COc1ccc([C@](C#N)(CCN(C)C)C(C)C)cc1,-7.75
COc1ccc(C(=O)C(=O)c2ccccc2)cc1,-7.75
C#CCN(C)[C@H]1CCCOc2cc(Cl)ccc21,-7.74
Cc1cc2nc3c(=O)[nH]c(=O)nc-3[nH]c2cc1C,-7.74
CCCCC(=O)N(C)C(=O)Oc1cccc2c1OC(C)(C)O2,-7.74
CCCN[C@@H]1CCc2nc(N)sc2C1,-7.73
CCN(CC)CC#CCNC(=O)c1ccccc1,-7.72
O=S(=O)(O)c1cccc2ncccc12,-7.72
CC(C)/N=C/Nc1ccc(-c2cnc[nH]2)cc1,-7.71
Cc1c(I)c(=O)n(-c2ccccc2)n1C,-7.71
CC[C@]1(N)CO[C@H](c2ccc(Cl)cc2)OC1,-7.7
O=[N+]([O-])c1cccc2c(Cl)ccc(Cl)c12,-7.7
Cc1cc(CN=C(N)N)c2ccccc2n1,-7.69
Cc1ccc([C@](C)(N)C(=O)OC(C)(C)C)cc1,-7.69
O=[N+]([O-])c1nc2cc(Cl)c(Cl)cc2[nH]1,-7.69
O=S1c2ccccc2Oc2ccccc21,-7.69
Cc1cccc(-c2ccc(Br)cc2)c1,-7.68
Nc1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,-7.68
Nc1ccc2nc3ccccc3nc2c1,-7.68
CC(C)/N=C(\N)Nc1ccc(Cl)c(Cl)c1,-7.67
CCCCNC[C@H]1COc2c(Cl)ccc(OCC)c2O1,-7.66
O=C1Nc2ccccc2CCc2ccccc21,-7.65
CC(=O)C=C[C@@H]1C(C)=CCCC1(C)C,-7.64
O=C(O)c1ccccc1C(=O)Nc1ccc(F)cc1,-7.64
C#CCN(CCO)Cc1ccc(Cl)cc1Cl,-7.63
C[C@H](CNC1CCCC1)OC(=O)c1ccccc1,-7.63
CC=CC(=O)C1=C(C)C=CCC1(C)C,-7.63
CC[C@@]1(c2ccccc2)CCC(=O)NC1=O,-7.62
Nc1nc(=O)c2nc(N)n([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1,-7.62
C[C@@H](C(=O)O)c1ccc(Oc2nccs2)cc1,-7.61
Cc1cccc(C(=O)c2ccccc2)c1C,-7.61
CCc1ccc(-c2nc3ccccc3[nH]2)nc1,-7.61
O=C(N[C@H]1CCOC1=O)c1ccc(Br)cc1,-7.61
OC(c1ccc(F)cc1)(c1ccc(F)cc1)C1CC1,-7.61
CCN(CC)CCOC(=O)c1ccc(N)cc1C,-7.6
CCCCCc1ccc(C[C@@H](C)NC)cc1,-7.59
CC(C)(C)OC(=O)[C@@H]1CCCC2(CC2)O1,-7.58
Clc1ccc(Cc2ccc(Cl)cc2)cc1,-7.58
O=C(O)CSc1nnc(-c2ccccc2)s1,-7.58
C[C@H]1NC(=O)N(c2ccc(Cl)cc2)C1=O,-7.56
Cc1ccc(C2(O)CCNCC2)cc1,-7.56
CCC[C@@H](C(=O)OCC[N+](C)(CC)CC)c1ccccc1,-7.56
O=C1N=c2cc(N(O)O)c([N+](=O)[O-])cc2=N1,-7.56
CC(C)CC[C@@]1(C)C(=O)NC(=O)N(C)C1=O,-7.55
Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2,-7.54
CC(=O)Nc1ccc(Cl)c([N+](=O)[O-])c1,-7.53
CCCCCCCCCCCCCCOC(=O)[C@H](C)O,-7.53
CN(C)c1ccc(/N=N/c2ccc(N)cc2)cc1,-7.53
O=C1OC(=O)[C@@H]2C[C@@H](Br)[C@H](Br)C[C@H]12,-7.52
C[C@@]1(C2CCCCC2)NC(=O)NC1=O,-7.51
CCCCOc1ccc(CC(=O)NO)cc1OC,-7.51
CCOC(=O)c1c(-c2ccc([N+](=O)[O-])o2)noc1C,-7.51
O=C(CO)OCC(=O)c1c[nH]c2ccccc12,-7.49
O=C(O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)O,-7.48
Brc1ccc2oc3ccccc3c2c1,-7.47
C=CCC1(C[C@@H](O)CC)C(=O)NC(=O)NC1=O,-7.47
CCCCCCCCCCCC(=O)c1ccccc1,-7.47
Clc1cc(Cl)c2cc(Cl)cc(Cl)c2c1,-7.47
CC(=O)Nc1cc(S(=O)(=O)O)cc(N)c1O,-7.46
NC(N)=NNc1ccnc(NN=C(N)N)n1,-7.46
C=CCC1(CC(=C)Br)C(=O)NC(=O)NC1=O,-7.45
CC[n+]1c(I)ccc2ccccc21,-7.45
CCCCCCCCOC(=O)[C@H](N)c1ccccc1,-7.44
Cc1cccc(C)c1C(=O)c1ccccc1,-7.41
Cc1cc(=O)n(-c2ccc(Br)cc2)n1C,-7.4
COc1ccc2[nH]cc(CCN(C)C)c2c1,-7.4
CCN(CC)C(=O)SCc1ccc(OC)cc1,-7.38
CNc1ccc(/N=N/c2ccccc2)cc1,-7.37
CC(=O)Nc1ccc(NC=[N+](C)C)cc1,-7.36
CCC[C@]1(CSCC)C(=O)NC(=O)N(C)C1=O,-7.36
CN(C)S(=O)(=O)c1ccc(Br)cc1,-7.36
C=C(C)C1(CCC(C)C)C(=O)NC(=O)NC1=O,-7.35
COC(=O)c1c(-c2ccc([N+](=O)[O-])o2)noc1C,-7.35
CC(=O)O[C@H]1C(=O)Nc2ccc(Br)cc21,-7.34
Clc1cccc(Sc2nc(C(Cl)(Cl)Cl)nc(C(Cl)(Cl)Cl)n2)c1,-7.34
CC(=O)Oc1c(Cl)cc(Cl)cc1[N+](=O)[O-],-7.33
CCCOc1ccc2nc(NC(=O)OC)sc2c1,-7.33
CCN(CC)CCOC(=O)N[C@@H](C)c1ccccc1,-7.33
Nc1ccc(Oc2ccc(Cl)cc2)cc1,-7.32
C/C(S)=N\c1ccc2ccccc2n1,-7.3
Cc1nonc1C(=O)N1CCCC1,-7.3
CCN(CC)CCn1ccc2ccccc21,-7.3
Nc1ccc(Oc2ccccc2Cl)cc1,-7.3
O=C1C[C@@H](C(=O)O)Nc2ccccc21,-7.3
ON=Cc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-7.3
C=CCC1([C@H](C)CCC)C(=O)NC(=O)NC1=O,-7.29
CC(C)(O)[C@@H]1C=C[C@@](C)(O)CC1,-7.29
CC(C)c1cccc(C(C)(C)O)c1,-7.29
CNC(=O)Oc1cc([C@@H](C)N(C)C)ccc1OC,-7.29
C=C(Cl)C[N+]12CN3CN(CN(C3)C1)C2,-7.28
C[N+](C)(C)CCC[n+]1ccc2ccccc2c1,-7.27
CC(C(=O)N(C)C)=C(C)c1ccccc1,-7.27
CC[N+](C)(C)CCCc1ccc([N+](C)(C)CC)cc1,-7.27
C(=NC(N=Cc1ccco1)c1ccco1)c1ccco1,-7.26
CCCCCCC=CCCCCCCCC(=O)OCC,-7.26
C[N+](C)(C)CCOC(=O)c1ccc(CBr)cc1,-7.24
C=CC[C@]1([C@H](C)CC)C(=O)NC(=O)N(C)C1=O,-7.24
CC(=O)O[C@@H]1CC[N@+](C)(Cc2ccccc2)C1,-7.24
CC=C(CC)C1(C)C(=O)NC(=O)NC1=O,-7.24
Cc1cc2nc3ccccn3c2nc1N,-7.24
CCOC(=O)CNS(=O)(=O)N(CCCl)CCCl,-7.24
NCCNCCNCCNCCNCCN,-7.24
c1ccc([C@H]2C[C@H]2c2ccccc2)cc1,-7.23
CCC(CC)[C@@]1(C)C(=O)NC(=O)N(C)C1=O,-7.23
COc1ccc(C[C@@H]2NC(=O)NC2=O)cc1,-7.23
C[C@@H]1OCC[C@@]12S[C@H]1CCO[C@@]1(C)S2,-7.21
c1ccc(/N=N/Nc2ccccc2)cc1,-7.21
CCCCCCCC(=O)NC[C@H](C(C)C)N(O)N=O,-7.21
Brc1c(Br)c(Br)c2n[nH]nc2c1Br,-7.2
C[C@@H]1CC(C)(C)Oc2ccccc21,-7.19
Cc1onc(-c2ccccc2)c1C(=O)Cl,-7.19
O=C(c1ccc(O)cc1)c1ccc(O)cc1O,-7.19
Nc1cnccc1NCCc1ccccc1,-7.18
O=P(O)(c1ccccc1)c1ccccc1,-7.18
O=C(c1ccccc1)c1cccc(O)c1,-7.16
CCOC(=O)NN(C(=O)OC)[C@@H](C)c1ccccc1,-7.15
Cc1cccc[n+]1CCCS(=O)(=O)O,-7.13
Nc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,-7.13
CCCCC1(CC)C(=O)NC(=O)NC1=O,-7.12
CCCN[C@H](C)C(=O)Nc1ccccc1C,-7.12
Nc1nnc(SCc2ccccc2)s1,-7.11
CCNc1nc(CC(C)C)nc(C(Cl)(Cl)Cl)n1,-7.1
c1ccc(CNCc2ccccn2)nc1,-7.09
CNC(=O)Oc1ccc(NC(C)=O)cc1,-7.09
CC=Cc1cc(C(C)C)ccc1C,-7.08
COc1ccccc1N(CC(=O)N(C)C)C(C)=O,-7.08
CCCC(=O)c1ccccc1OCCN(CC)CC,-7.07
CC(=O)Nc1ccc(Cl)cc1C,-7.06
CC(C)NC(=O)OCCCc1ccccc1,-7.06
ClCCNCCCCCCNCCCl,-7.06
CN1C(=O)CN(C(N)=O)[C@@H](c2ccccc2)c2cc(Cl)ccc21,-7.06
CC(C)COc1nc(OCC(C)C)nc(OCC(C)C)n1,-7.05
COc1cccc(C2(C)CNC2)c1,-7.05
NCCCCC[C@@H]1CCCCCN1,-7.05
O=S(=O)(O)c1cc(Nc2nc(Cl)nc(Cl)n2)c2c(O)c(/N=N/c3ccccc3S(=O)(=O)O)c(S(=O)(=O)O)cc2c1,-7.05
Cc1ccc(C)n1NC(=O)c1ccncc1,-7.04
CCCCCCCCCCCCNCC(=O)O,-7.04
CCCCCCCCCCC[C@H]1CCC(=O)O1,-7.02
CN(C)C(=O)CNC(=O)Cc1ccccc1,-7.02
O=C(NCCN1CCCCC1)c1ccco1,-7.02
CNC(=O)Oc1cccc2c1OCCC2,-7.01
O=c1nc(C(Cl)(Cl)CCl)[nH]c(C(Cl)(Cl)CCl)n1,-7.01
C[C@@H]1CC(=O)c2ccccc2C1,-7
Cc1ccc(C2N(C)CCN2C)cc1,-7
CCC(C(N)=O)(C(N)=O)c1ccccc1,-7
Nc1ncnc(NCc2ccccc2)n1,-7
CCCCNc1nc(NC(C)C)nc(OC)n1,-6.99
NC[C@@H](O)c1c[nH]c2ccccc12,-6.99
C[C@@H](O)[C@H]1CCCC(C)(C)C1,-6.98
CC=Cc1ccc(OC(=O)NC)c(OC)c1,-6.98
CCNc1nc(Br)nc(NC(C)C)n1,-6.98
CNC(=O)ON=C1SCCOC1(C)C,-6.98
COc1ccc(NC(=O)N(C)C)cc1Cl,-6.98
COc1ccc(OC)c(NC(=O)CC(C)=O)c1,-6.98
Cc1cccc(N2C(=O)CSC2=S)c1,-6.97
CCCC[C@@H](CC)CC[C@H](O)CC(C)C,-6.97
CO[C@H]1[C@H](O)[C@@H](CO)O[C@H]1n1ccc(N)nc1=O,-6.97
NCc1ccc(S(=O)(=O)F)cc1,-6.97
NCCCNCCCCNCCCN,-6.97
OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,-6.97
CC1(C)COC2(CCCC2)OC1,-6.96
N#[N+]C=C1C=CC(=[N+]([O-])O)C=C1,-6.96
O=C(O)CSc1cccc(SCC(=O)O)c1,-6.96
Oc1c(Cl)cccc1-c1ccccc1,-6.96
O=C(C[C@@H](NO)c1ccccc1)NO,-6.95
CCC[C@@]1(c2ccccc2)CNC1=O,-6.94
C=CC1(CCCC)C(=O)NC(=O)NC1=O,-6.92
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,-6.92
Oc1ccc(Nc2ccc(O)cc2)cc1,-6.92
C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,-6.9
CCCCCCCCC(=O)c1ccccc1,-6.9
CCCC(=O)[C@H](CC)Sc1ccoc1C,-6.89
CNC(=O)Oc1cc([C@@H](C)[N+](C)(C)C)ccc1OC,-6.89
CSC(SC)=C(C(=O)OC(C)C)C(=O)OC(C)C,-6.89
Cc1ccc(N)cc1S(=O)(=O)O,-6.88
CC(C)[C@@H]1N[C@H](C(=O)O)C(C)(C)S1,-6.86
CCNc1nc(NC)nc(C(Cl)(Cl)Cl)n1,-6.86
OCCOc1c(Br)cc(Br)cc1Br,-6.86
CSCC[C@H](NC(=O)c1ccccc1)C(=O)O,-6.85
FC(F)(F)c1cccc(CC2=NCCN2)c1,-6.85
Cc1ccc(NC=O)cc1NC=O,-6.83
CCC[C@H](C)c1cc(C)cc(O)c1,-6.83
C1CN(CN2CCOCC2)CCO1,-6.82
Cc1ccccc1OC[C@@H](O)COC(=O)NCCN,-6.81
CN(C)c1ccc2[nH]ccc2c1,-6.81
O=C(Cn1ccnc1)c1ccc(O)cc1,-6.81
CC(C)(C)C1=CC(=O)C=CC1=O,-6.8
Nc1ccc(Oc2ccccc2)cc1,-6.79
Cc1nc(-c2ccc([N+](=O)[O-])o2)cs1,-6.78
CCOP(=O)(OCC)Oc1ccc(Cl)cc1,-6.78
CC(=NN=C(N)S)c1ccncc1,-6.77
O=[N+]([O-])c1cc(Cl)c(O)c(Cl)c1,-6.76
BrCc1ccc2ccccc2c1,-6.75
CC(=O)c1ccc(-n2ccnc2)cc1,-6.75
c1nc(N2CCOCC2)c2[nH]cnc2n1,-6.74
OCCCC1CCN(CCO)CC1,-6.74
C(=Cc1ccccc1)c1ccccc1,-6.73
CC(=O)C(CCC#N)(CCC#N)CCC#N,-6.72
Cc1ccccc1OC[C@@H](C)OC(N)=O,-6.72
Cc1nc(N(CC#N)CC#N)nc(C(Cl)(Cl)Cl)n1,-6.72
CC(=O)Oc1ccc2ccccc2c1,-6.7
CCN(CCC#N)c1nc(C)nc(C(Cl)(Cl)Cl)n1,-6.7
NC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1,-6.7
C#CCOc1ccc2c(C)cc(=O)oc2c1,-6.69
C=CC[C@]1([C@@H](C)OC)CO[C@H](C)OC1,-6.69
Cc1ccc2c(c1)C(=O)C(=O)N2,-6.68
CCC(=Cc1cccc(N)c1)C(=O)O,-6.67
CC1(C)COC(C(C)(C)CO)OC1,-6.66
FC(F)(F)c1ccc(CC2=NCCN2)cc1,-6.66
O=C(O)CCC/N=C(S)/C(S)=N/CCCC(=O)O,-6.66
Cc1c(C(=O)O)cccc1[N+](=O)[O-],-6.65
O=C1OS(=O)(=O)c2ccccc21,-6.65
CC(C)Cn1c(=O)n(C)c(=O)c2[nH]cnc21,-6.64
CCN1CN(CC)CN(CC)C1,-6.64
Nc1cccc(-c2ccccc2)c1,-6.64
N#Cc1ccc(S(=O)(=O)Cl)cc1,-6.63
Nc1ccccc1-n1cccc1,-6.63
O=C1CC2(CCCCC2)CCO1,-6.62
CCCCCCCCCC[N+](C)(C)CC(=O)O,-6.61
ClC(Cl)(Cl)c1nc2ccccc2[nH]1,-6.61
COP(=S)(OC)Oc1ccc(N)c(C)c1,-6.61
C[C@@H]1Cc2ccccc2[C@H]1C,-6.6
O=C(CF)Nc1cc(Cl)ccc1Cl,-6.6
O=C1C=CC(=O)c2cnccc21,-6.6
FC(F)(F)C(=Cc1nc2ccccc2s1)C(F)(F)F,-6.59
O=[N+]([O-])c1cc[n+]([O-])c(Cl)c1,-6.59
CCC(C)(C)c1ccc(C)c(C(=O)O)c1O,-6.58
CCCCCc1ccc(C)cc1O,-6.58
CNCCC(=O)c1ccc(O)cc1,-6.58
